rssi_dbm,snr_db,channel_width_mhz,band,quality
-56.56381710431538,22.704736984409575,20,1,Good
-77.63040155362734,26.086334787012856,40,2,Poor
-56.75916030605205,30.775687852673443,80,2,Good
-63.850822804163165,18.9300884900237,20,1,Fair
-66.76922000305959,20.393184576473203,80,0,Fair
-53.88323711159132,22.873917798563348,40,0,Good
-49.69000477504049,15.578903535687495,40,1,Fair
-50.68719880883801,19.265194981949517,40,2,Fair
-68.39217523222638,21.666453885187387,20,0,Fair
-63.092123758512145,31.12072426498909,80,2,Good
-56.68736568596436,26.83792930301348,20,0,Good
-50.24454872877641,26.355129379572812,20,1,Good
-64.7917423784529,30.956285735175804,40,2,Good
-61.85658976663817,24.038397481204225,80,0,Good
-71.06334974006029,27.733253949502227,40,1,Fair
-71.9620662408067,24.277447729472527,20,1,Fair
-51.874741776058016,26.8575364457974,40,1,Good
-46.43759971429177,20.920689396718924,80,2,Good
-60.72010121580334,7.928279892064996,40,2,Poor
-49.96467102107976,24.06004586469587,80,1,Good
-56.38363974952366,34.959236952699584,80,2,Good
-66.45119754605125,31.483507815691144,40,0,Fair
-56.38604394491586,31.757782392138196,20,1,Good
-44.61963433534031,33.65291505264352,40,1,Excellent
-60.35826039109951,25.620603136730065,20,2,Good
-44.35356344185994,26.38120995183917,20,1,Good
-86.19745104089745,20.676436731959548,40,0,Poor
-51.78097495624776,22.78749000781065,20,2,Good
-59.129529317618285,29.310398048397992,20,2,Good
-62.99007350465868,33.42719106018171,40,1,Good
-59.08239223464498,24.023876070233005,40,1,Good
-79.87568914600892,21.84867514604012,40,1,Poor
-62.19671887837512,25.00369571199618,20,2,Good
-56.42887428488254,29.208447242503805,80,1,Good
-45.22105955258484,14.893016287065207,20,0,Fair
-65.18270218273648,8.926733328039333,80,1,Poor
-68.08493602893188,21.146242053558915,40,1,Fair
-65.01757043584537,16.45501301860089,80,2,Fair
-50.84597882297926,21.443018616468823,40,1,Good
-56.712488903403155,23.9655377682777,40,2,Good
-65.29760203767039,21.827261136838906,80,1,Fair
-54.86732566886644,35.16727274129522,40,0,Excellent
-59.0292245065196,27.28721335221624,80,0,Good
-50.31355009467111,27.103320517275797,40,2,Good
-67.02053093877352,29.355450008303812,20,2,Fair
-63.276621465977684,17.028168175534617,20,1,Fair
-63.921081531321576,32.27378251194188,40,1,Good
-74.63514948132118,24.469649994251782,40,0,Fair
-57.03879722935424,29.693364320688488,80,1,Good
-57.389447278201104,17.49699936871891,20,0,Fair
-59.94886543357539,14.12368863788755,80,2,Fair
-62.345871333751475,30.7252276061752,40,1,Good
-74.15370742050415,27.634866682682617,40,2,Fair
-64.2064532276536,18.685639119497427,80,1,Fair
-63.427145165267696,18.912358431077138,40,0,Fair
-68.0227726922162,32.87804349090339,20,2,Fair
-61.612857116660095,16.674116749928704,80,2,Fair
-55.959491431854616,36.498710672791745,20,1,Good
-41.1381409878947,18.69565485746492,20,2,Fair
-58.25422187168161,29.46874347925868,20,0,Good
-57.42449609277236,22.699670669757108,80,2,Good
-60.74445915766167,29.222312017576403,40,2,Good
-79.18771215299041,21.191201985200653,20,1,Poor
-60.26513875449217,23.86044965749394,20,2,Good
-59.39769790058973,25.286434227770048,20,1,Good
-35.36757887514714,17.984687809529692,40,1,Fair
-61.923609647811226,30.18577041794088,40,2,Good
-56.984526576663875,21.407505034698904,80,0,Good
-60.34711769705243,23.39980059261987,40,1,Good
-71.68678037619532,18.039554377740416,80,2,Fair
-48.57177185484979,7.0636643884328265,80,1,Poor
-52.48066967313226,23.662805661798817,80,0,Good
-52.089680529569534,41.888307951290415,80,0,Excellent
-69.0938745479474,30.492230015286168,80,1,Fair
-45.97205689063901,24.865177341859237,20,0,Good
-74.01851062792281,23.159764195542127,40,2,Fair
-54.131429061997295,25.157261249684325,20,2,Good
-38.09544374190021,28.82983380622647,80,1,Good
-69.90536325130688,16.734310292838085,40,0,Fair
-65.66297729602772,32.8002518626821,20,2,Fair
-59.00348634912359,30.007669208088707,20,2,Good
-65.034756541162,30.02730007995554,80,2,Fair
-75.50663431066133,28.069330171668092,20,1,Poor
-59.31437025193973,25.13731660385793,20,1,Good
-70.62303713726105,29.710028651767736,20,2,Fair
-55.26407569364818,29.142698936189646,20,2,Good
-69.19424234233803,22.521715023412835,20,0,Fair
-44.500655949824605,20.984787589721694,80,0,Good
-67.83253292336236,25.712994066833907,80,0,Fair
-63.22061516205675,35.84314106046631,20,1,Good
-51.864827826303305,16.326250470422693,80,2,Fair
-72.30864316433956,14.72732313973292,80,1,Fair
-57.72540065395871,26.153325888655615,40,2,Good
-46.92857245717572,25.356213912992125,20,0,Good
-76.07483234561228,26.213391650592857,80,0,Poor
-58.15366141467696,26.7076723853595,80,0,Good
-57.401172057515765,23.437584217556363,20,0,Good
-52.1817712822269,35.42904407021457,40,2,Excellent
-72.36950710878082,13.793672150664392,20,0,Fair
-73.20456613084276,19.200520826538277,40,2,Fair
-54.78058434383102,24.27721667895667,20,2,Good
-57.03015326766814,13.49767832192083,20,1,Fair
-57.495071496541236,23.7690191689755,20,0,Good
-56.53551790503024,36.63029116009613,20,0,Good
-66.8002472157849,25.146205418071734,40,1,Fair
-57.677463028389965,26.614906340030785,40,2,Good
-57.06927526701319,16.17884664379194,80,0,Fair
-67.14351418026368,20.68547014372366,20,2,Fair
-41.34225488855243,22.37362533773244,40,1,Good
-55.26167079088212,22.77599432270636,40,2,Good
-71.91303497202648,33.97150656502638,40,0,Fair
-53.4344639136617,28.90383742507587,20,2,Good
-69.74681670227321,17.219794301440775,80,2,Fair
-52.12915396257548,26.725533449024034,40,0,Good
-48.41404420992596,28.487552239477495,20,0,Good
-68.2068231835171,32.981043269648865,40,2,Fair
-50.36623870755678,36.063784805978614,40,2,Excellent
-55.87219073063502,17.89434065720492,80,1,Fair
-51.7793984000551,19.323997421527633,40,0,Fair
-41.032070173460525,16.196954987597685,40,2,Fair
-62.45388116002871,23.36186098625113,20,0,Good
-67.5373616435749,28.26450862112434,20,1,Fair
-68.89514429625524,31.911341616123714,80,2,Fair
-68.15810284965438,24.46834283450234,20,2,Fair
-60.771017094141044,22.761067337216094,20,2,Good
-56.588480251833566,26.062305945741183,80,0,Good
-57.233092006699806,19.15399968858984,40,1,Fair
-51.72816750963976,39.626771051863415,80,0,Excellent
-59.86998108122093,13.74637281017359,20,2,Fair
-45.46465922842683,26.29318405227007,80,1,Good
-62.64656833237956,39.16524353460748,40,2,Good
-32.79830833410381,25.047598911919984,80,2,Good
-53.74332652234994,23.66972675498954,20,0,Good
-68.57157556416283,22.49788204032701,20,2,Fair
-70.70892498061113,23.737258227663144,80,1,Fair
-55.175275847568145,34.60993932273571,40,2,Good
-62.23462785325851,9.516966620693452,80,2,Poor
-52.85999505907908,35.73403590907428,40,0,Excellent
-55.26762375426455,15.032299932848984,40,1,Fair
-60.728289126568725,23.133433695359095,80,0,Good
-68.46793718068405,21.995289057909368,40,2,Fair
-75.14847224685865,29.119872888395037,20,0,Poor
-64.46514952067021,13.813129536813767,80,0,Fair
-51.43601205676528,28.2352086625736,40,0,Good
-57.85906255869796,39.17016736300797,20,0,Good
-72.45738778711988,15.457781967850327,80,2,Fair
-58.26819074148818,26.327943173272768,20,2,Good
-56.14682620271163,20.366124755423737,20,1,Good
-68.83857436201133,27.98121044335125,20,0,Fair
-58.46274894054472,25.134034441910263,40,0,Good
-59.41791281554,20.509591636689834,80,1,Good
-71.42970297830622,28.41510599409752,80,0,Fair
-56.422126396517164,37.6304367685072,40,1,Good
-54.39215473631766,23.66367345790891,80,2,Good
-49.16948756824723,30.038305595037272,20,1,Excellent
-49.46197947965097,15.947089294901854,80,0,Fair
-73.77669367957091,18.304945362273937,40,1,Fair
-69.37825039915123,28.30684394516264,20,2,Fair
-54.8496473279134,35.388812199751754,40,0,Excellent
-54.86214049087791,27.48929344149962,20,2,Good
-54.849523136939524,22.80859378633792,20,2,Good
-21.472685093452792,24.99503983796348,80,1,Good
-54.29109489306833,16.247145862211976,20,2,Fair
-48.64434359819401,29.231607284487566,40,0,Good
-50.45998236506798,31.176331436263865,80,2,Excellent
-53.48608748694202,21.835367670168438,40,2,Good
-63.15269244640346,21.70970496568349,20,1,Good
-52.410307795067325,26.86114760756434,40,2,Good
-67.72825214537572,21.942961847715832,40,1,Fair
-62.36818606740009,24.537071697619243,20,1,Good
-64.85363547829104,39.69805252416561,80,0,Good
-59.18125860613677,23.270820094778024,40,0,Good
-36.853414333264915,22.491618935851445,20,0,Good
-78.67265192591748,20.467207360553886,80,0,Poor
-53.13739809625486,30.209343800499557,80,1,Excellent
-76.12715871189651,23.73143078747328,80,2,Poor
-64.71931865789433,20.45438873175002,40,0,Good
-49.110494030326336,34.249128225911086,40,0,Excellent
-59.35719980904537,34.93722103159546,40,0,Good
-70.77744777929306,20.797035039829066,80,2,Fair
-67.15303709259969,11.934220340475687,40,0,Fair
-53.20402251065324,32.05259582885846,20,2,Excellent
-67.30366631717136,20.207591219679973,40,1,Fair
-57.83541410418025,30.53437919413938,40,1,Good
-59.54428160096186,11.20927327601715,80,1,Fair
-66.51600347605817,31.248181368095164,40,2,Fair
-38.560559106746744,16.521796495034533,20,0,Fair
-53.66080977681989,30.11534883346567,80,0,Excellent
-80.25142586657607,25.099911474855038,20,0,Poor
-58.13545685230572,18.322424064223487,80,0,Fair
-66.61786464768387,22.150745809512536,80,0,Fair
-51.47566665203776,29.804229198696905,40,2,Good
-67.92520738432701,25.74126117180664,20,1,Fair
-61.14736441466899,29.09089086330739,80,0,Good
-54.950127210195426,38.8350840916084,40,1,Excellent
-51.342448058298785,14.05030871802264,80,2,Fair
-72.00296407055777,36.32048802478037,80,2,Fair
-63.345012358409484,25.73049156266249,80,0,Good
-64.74945311160957,18.708511661738104,80,2,Fair
-66.53329232573712,15.687804619827071,80,1,Fair
-42.34545759718903,23.676157264560764,80,0,Good
-55.950182890390444,31.451550783471216,40,0,Good
-72.60883954335046,24.10715615735726,80,1,Fair
-50.82138052945224,35.57808451173143,20,0,Excellent
-38.77843802987367,14.841770169639087,40,0,Fair
-49.67534739448853,24.915377365077617,20,1,Good
-75.19369965954013,16.233245889108165,80,0,Poor
-64.84234072866252,27.545423178374776,20,0,Good
-47.330888508133775,31.208211730681104,80,1,Excellent
-67.07669465618781,22.054667444232628,80,2,Fair
-55.56180571853771,6.77050300361006,40,1,Poor
-52.25365946570663,26.39263702757546,40,0,Good
-69.26930471578083,28.057169862134565,80,1,Fair
-60.595253560618,27.83006328473188,40,0,Good
-92.41267340069072,33.65047534275508,20,0,Poor
-70.2438764133429,17.50262424245666,40,1,Fair
-62.5256815139316,29.761512738153147,40,0,Good
-72.4778318196485,33.347552587345824,20,2,Fair
-43.67588696068365,12.549886911954381,40,0,Fair
-74.30141377960632,27.23756278143284,80,1,Fair
-64.40044486696983,21.4707411829463,20,2,Good
-58.69259422713909,24.42934128828848,80,2,Good
-45.587267109338846,27.433735384768354,20,0,Good
-74.3586215117944,21.589400051205132,80,1,Fair
-48.36836247845041,20.27004344586872,80,0,Good
-59.89766938980413,25.23906692241617,40,0,Good
-69.8150865104795,17.389278427960384,80,1,Fair
-55.37896525736729,17.399224097803703,40,1,Fair
-58.0094030442653,29.755612980695524,20,0,Good
-66.00216877158795,16.958441753889407,80,2,Fair
-59.30197915009981,29.664187506364485,80,0,Good
-63.8531359686176,28.238139049977658,20,2,Good
-58.86482654748752,12.919352898465823,20,0,Fair
-53.37869325478954,20.257047433650413,80,1,Good
-44.13983183854648,33.35876582133161,20,2,Excellent
-72.37815498826849,18.13184128202223,40,1,Fair
-38.669666253437335,21.749170163834286,20,1,Good
-79.52087799522502,28.234426252763274,20,1,Poor
-61.517850950355836,30.483733564978166,80,1,Good
-54.11682793515424,23.23922779768853,40,1,Good
-57.190081322649675,20.81742863715851,20,0,Good
-66.22699519820594,34.95658903188956,40,2,Fair
-62.081222503572754,37.172297646583054,40,0,Good
-64.93000934658834,31.852006355472568,40,0,Good
-65.89364756944212,25.59722699795517,80,0,Fair
-51.50397902978975,19.342139948513516,20,1,Fair
-56.42984514034953,19.186889154104044,80,0,Fair
-66.92909595260654,28.6575987368603,20,2,Fair
-51.004001245667496,27.928787546220786,20,0,Good
-56.927004791233905,34.81119015062501,80,1,Good
-51.8713788116104,29.553150647752975,40,2,Good
-53.70371158076388,14.478437887681272,40,2,Fair
-68.28995010922073,32.36363332406043,20,2,Fair
-65.6018104019697,18.01357560879911,80,2,Fair
-52.527063948767385,22.31220109633354,40,0,Good
-53.89629734566535,26.75140144376186,40,1,Good
-60.20901593964148,38.96967242848775,20,2,Good
-58.82672616691218,46.76942989203753,20,2,Good
-47.22335104211575,29.24706141395328,80,1,Good
-65.9157138883583,23.717623668957284,20,0,Fair
-54.529026188299625,28.741539539363853,40,2,Good
-62.02192652433894,31.213587981116852,40,0,Good
-62.1768120322722,22.75532662109966,40,0,Good
-49.012231480128094,37.566479491386254,40,0,Excellent
-51.7458365101197,26.610495314339815,80,0,Good
-51.864903639993614,28.48420162363976,80,2,Good
-46.94521192845671,29.66146976438123,20,2,Good
-59.78996158367241,27.95110627430119,20,0,Good
-53.18047028705036,30.872583503287288,20,0,Excellent
-63.10266756593456,20.679227694171537,80,1,Good
-56.75833647511558,21.091887722377788,40,1,Good
-61.301430543676844,17.298920369198136,20,1,Fair
-59.03004035007282,28.076508614341584,40,2,Good
-54.04842974563086,30.4525555245848,20,1,Excellent
-68.18220683233473,28.2044100630632,20,2,Fair
-39.0761272431454,36.72144703343276,20,2,Excellent
-70.06017381499701,24.960827868196674,20,2,Fair
-72.14188612787733,29.681191589147588,20,2,Fair
-48.418891264999324,17.3580938670248,40,1,Fair
-52.08337306037064,22.290302082679194,20,0,Good
-53.75880182947845,29.868764302960443,40,0,Good
-53.7165449073572,30.943714775202007,80,0,Excellent
-60.12246772846915,22.942231366350725,20,1,Good
-68.97254371485832,24.498805236993533,40,0,Fair
-59.24195441806274,14.374883773234334,80,1,Fair
-66.77161711512112,22.500795594353733,80,1,Fair
-50.24880266582249,31.232682144638503,80,1,Excellent
-61.47057381502139,29.026435112745965,40,0,Good
-68.25497196792512,28.504660049668466,20,0,Fair
-63.21385841652994,25.348415810266722,20,0,Good
-55.87068545724375,25.049442110397234,40,2,Good
-65.63724552803976,20.377752023685872,20,1,Fair
-68.22220395566431,29.891798941417743,40,2,Fair
-57.563127885080874,27.946810610725727,20,1,Good
-57.55033428891277,28.444131935949596,80,0,Good
-65.0694317537113,21.31775610132694,20,1,Fair
-64.71038305618323,9.92659956090129,40,1,Poor
-57.67950062642364,32.68006898227587,40,2,Good
-74.48084341497324,21.648137807941172,80,1,Fair
-74.07463774376555,18.960569651698155,40,0,Fair
-67.18444221252436,29.854352383397956,20,1,Fair
-62.13447151711847,22.255911520566094,20,1,Good
-56.89092434401996,32.41955468832635,80,1,Good
-45.24643783050448,29.319041647036883,40,2,Good
-51.423403767979806,29.784985262403342,80,1,Good
-61.59938529963427,15.43831002159626,20,1,Fair
-60.19016207902689,33.4836078977048,80,2,Good
-70.02529364637809,26.828753718636992,40,2,Fair
-60.1851313599239,22.415060025276578,80,2,Good
-62.886586389201376,26.003719271395756,40,2,Good
-56.772814396619104,12.56635336971176,40,0,Fair
-68.27230943552323,27.860569680364694,20,0,Fair
-54.806534857588275,17.7943994427255,20,1,Fair
-44.67261086997422,15.531307999095258,20,0,Fair
-61.08760148456857,14.343485696474762,40,1,Fair
-55.98288277901059,32.788818624929476,80,0,Good
-53.09856008288887,20.59515624415048,40,2,Good
-64.01220471885836,35.73609396941549,20,2,Good
-57.75907518189583,21.249389758633914,20,0,Good
-59.87407599218205,13.048494296849373,80,0,Fair
-59.02323901451168,17.184328920359388,20,1,Fair
-67.73009783855467,33.65068134004857,20,1,Fair
-59.754898257410574,23.90871275444333,20,1,Good
-55.020017087545504,21.161988924565794,80,2,Good
-45.488563922049586,26.120127580969513,40,2,Good
-50.40729173914793,28.512479153172816,20,2,Good
-38.468175424884436,32.821791711317225,80,2,Excellent
-67.6734756288805,35.139494609250484,20,1,Fair
-51.276793632793215,22.4816194794764,80,2,Good
-58.16657994261648,15.71766619742573,20,2,Fair
-38.10197066782328,22.10574387213707,80,2,Good
-68.08298285355151,26.8219635460802,20,2,Fair
-68.39721842180776,18.253687516525723,40,0,Fair
-65.99392645444023,18.2999435957347,20,1,Fair
-81.23895724309807,27.406515170849197,80,1,Poor
-65.25755021680762,24.65943353900684,20,2,Fair
-67.59132661553699,25.229578967881107,40,0,Fair
-58.49606213523792,19.690532657099514,20,1,Fair
-56.58244024222841,23.38719500055963,80,1,Good
-41.238291607841134,18.53036799012187,80,2,Fair
-50.4957616181395,31.231388877873506,40,2,Excellent
-65.76903655662403,32.246745343066266,80,1,Fair
-68.98414671348358,12.076684964333342,20,1,Fair
-55.080808284934946,18.49342397865313,20,0,Fair
-73.20233207020642,14.524295214369447,20,1,Fair
-41.68541234145646,20.44983245915171,80,1,Good
-48.20559879278713,24.415934211467473,20,2,Good
-64.69175652104705,14.852483462110289,20,1,Fair
-77.13134529090878,18.54698130812281,20,2,Poor
-46.46127625834587,17.97229839542951,40,1,Fair
-61.14539845252618,26.450871305792607,80,1,Good
-47.621836880265384,25.485410359253752,80,1,Good
-75.94427658794368,19.947837126639225,80,0,Poor
-65.99375022953772,26.237746104975788,40,2,Fair
-59.94756300281817,21.17323940788914,80,0,Good
-59.53019406235258,23.098414227717626,40,1,Good
-64.50065471479243,36.71416463208976,40,0,Good
-53.771500676525015,34.38322736253244,80,2,Excellent
-70.67620429382595,15.902931341506816,20,1,Fair
-61.423794850212936,30.808126925154223,20,0,Good
-58.79704368288101,30.679775881441145,80,0,Good
-54.85561165941251,16.96215697873167,80,2,Fair
-52.88385121911111,30.731443506284023,40,0,Excellent
-71.24642091837869,35.76552342888787,80,2,Fair
-75.34114170735623,17.142186356289102,40,1,Poor
-47.22323178101491,18.577480252900155,80,1,Fair
-56.676859880204084,32.12363026790452,20,0,Good
-67.48486536556554,26.900467175779536,20,1,Fair
-44.48848024477477,28.860333926676663,80,1,Good
-58.843253657071415,27.384124514803478,40,0,Good
-48.207028159361734,27.73487144649701,20,1,Good
-59.32481518589891,15.71469510182242,40,0,Fair
-39.39252075118013,32.331223946350136,80,2,Excellent
-42.44659157556796,33.18712994699442,80,2,Excellent
-62.48964148479074,23.394264791523806,20,2,Good
-50.28429049045645,24.695661351302963,80,0,Good
-53.54624050414852,14.282247482109941,20,0,Fair
-46.31368442467652,28.599783292124844,40,1,Good
-69.64923460580104,29.004402091999008,20,1,Fair
-53.13948540001561,24.56466288100482,20,1,Good
-49.41575513150412,32.870473519093515,40,1,Excellent
-77.58739486423114,22.661459383140418,20,1,Poor
-71.83258512665775,28.9522414812552,20,0,Fair
-80.39232177760101,17.86234962915519,80,0,Poor
-62.694068344445576,24.835134943880334,40,2,Good
-52.82457744204038,23.77952019468015,20,2,Good
-44.976429479039716,26.57715545428659,40,2,Good
-59.25905219580225,22.413311498166493,40,2,Good
-43.713844544287085,24.079691830298326,20,0,Good
-73.80101458214891,30.782330200090545,80,0,Fair
-77.03382439355154,21.942650339332477,40,0,Poor
-60.55547698896619,13.753960294829245,20,1,Fair
-56.159345510606926,37.247087329437946,40,1,Good
-60.32694748094093,34.670178550833405,80,2,Good
-80.67442100039877,15.95416113426067,80,1,Poor
-60.89120039512788,29.82795463671636,80,0,Good
-73.04469500504854,21.479176606140598,20,2,Fair
-53.30327451169961,26.844410507317416,20,2,Good
-56.334017539031514,27.059568903094455,80,1,Good
-69.39879786327356,23.359145397785746,20,2,Fair
-65.13866917336694,19.513640340895225,80,1,Fair
-70.59213521888951,20.166212633786184,20,1,Fair
-60.62679097273172,18.586656591631304,80,2,Fair
-50.448576794987616,19.177244542386887,40,1,Fair
-69.85726046335543,24.529751969654512,80,1,Fair
-54.959534844821555,19.989680076224737,80,1,Fair
-65.30257618372441,29.77436445998834,20,1,Fair
-67.92872832262344,35.41072308735149,20,2,Fair
-61.070303599545575,20.939627310409698,20,0,Good
-70.35242322419374,26.675831503747638,20,0,Fair
-65.53649305347182,28.497795772120536,20,1,Fair
-71.97877892588849,28.304015896434922,20,1,Fair
-40.35274867083611,25.53168687541261,40,1,Good
-59.64736448028271,30.198776928518054,80,0,Good
-66.99725507992585,28.3757426687646,80,1,Fair
-57.86020089265778,16.336363043708914,80,2,Fair
-61.12328049690829,31.084092450724913,40,2,Good
-62.209695995332225,31.211035860867195,80,2,Good
-53.85833299956575,19.65699727074993,40,0,Fair
-52.42492289952695,25.265564848133213,40,1,Good
-65.30501147610528,29.783302949677484,40,1,Fair
-65.7581824064468,23.534803262944468,80,1,Fair
-62.75051697151644,32.510846334362085,40,0,Good
-83.01921164735585,41.547107462335525,80,0,Poor
-75.15191062198552,19.498097771555123,80,0,Poor
-46.33125732555476,15.332687777923576,20,0,Fair
-43.550322864987166,27.12673016923413,20,2,Good
-62.49036039556378,30.050937535883005,40,0,Good
-54.234430369442336,23.383935383086616,40,0,Good
-56.887498454564636,35.17282464324724,80,0,Good
-29.21119191544762,15.629759401937259,40,1,Fair
-48.804250885654234,29.850430361221278,40,1,Good
-61.27917591480767,20.758974254687747,80,1,Good
-69.55540440600426,37.03564534345108,40,2,Fair
-76.06446320257572,38.94760747217683,40,2,Poor
-57.96536364132777,19.633403885516564,80,0,Fair
-67.56350745284303,21.15310004863994,80,1,Fair
-74.22253709597675,31.017115208858613,20,2,Fair
-66.46572884242526,22.2900854514734,80,1,Fair
-70.81548003614395,24.682121474474332,20,2,Fair
-43.128583649274354,25.177718943796872,40,2,Good
-51.183602430505495,11.562287906616406,80,0,Fair
-60.07972641316617,24.90313577734034,80,0,Good
-45.20055861109974,20.17190558155078,80,2,Good
-59.22631692352382,21.548140243201598,40,0,Good
-68.61284201328263,35.105424024281696,20,2,Fair
-44.76875922730343,16.204451740045204,40,2,Fair
-54.61089956315341,30.69243630723584,40,1,Excellent
-70.37246154326456,23.04725948767734,80,0,Fair
-61.90338678083608,23.04167882052916,20,0,Good
-68.75618253384758,30.53260327236198,40,0,Fair
-73.82799730964337,27.380359061982233,80,1,Fair
-50.73822452468359,28.994290980536718,40,1,Good
-40.905833595298695,31.777292623730027,40,1,Excellent
-73.98567573819142,22.68084131771674,80,0,Fair
-54.37030763309429,20.714342858445747,80,0,Good
-66.50642569121827,17.403946314095414,20,0,Fair
-64.87125383764696,19.222126290147315,40,1,Fair
-65.9239392423887,45.643660977161076,80,1,Fair
-68.63990769679816,33.712757065157504,80,2,Fair
-59.51478372055173,15.54247943654385,20,1,Fair
-68.30950116411037,15.742794302795009,20,2,Fair
-57.295431742201615,28.37306243202944,80,0,Good
-60.50238109449137,28.83085358164577,20,1,Good
-62.3894804686641,28.84218684722155,80,0,Good
-69.07563662041598,23.215309445124117,40,0,Fair
-65.76771330568333,24.1218201799797,20,0,Fair
-52.44608774174244,27.295156669115503,40,0,Good
-54.990828123756195,25.601251044053313,40,1,Good
-69.7755524479855,9.464897390767254,40,0,Poor
-59.00667694570774,23.391402585973644,80,2,Good
-52.48612876628211,19.040154960177805,40,1,Fair
-76.69405281121372,26.226479932359585,40,0,Poor
-54.56639807620065,45.89681301822387,40,1,Excellent
-66.62623758945847,27.57237165832013,80,2,Fair
-54.29401331406841,22.805292196793214,40,0,Good
-67.63259156542517,31.452610513840764,40,2,Fair
-78.04882100664518,28.378815210464488,20,0,Poor
-76.27542437883163,27.940661433162887,80,2,Poor
-59.51915053338618,29.247954152509696,40,0,Good
-57.40277498278518,39.395804953806795,20,1,Good
-69.04316625104408,17.083780952718588,80,0,Fair
-53.61407541222626,28.31542453768018,80,1,Good
-76.6152006226896,18.51533209012923,80,0,Poor
-60.66079798647316,28.88858852439574,80,0,Good
-72.11016199762456,18.569194419597338,80,2,Fair
-66.5183610780216,22.07843230476441,80,2,Fair
-59.52601328683586,22.934370600334656,40,2,Good
-68.60413365283952,31.830717035412963,40,0,Fair
-63.845555442298256,31.429181107596897,40,0,Good
-49.9370719078556,16.27997836487531,40,0,Fair
-65.76891869523149,25.38453877699894,20,1,Fair
-51.64307887934858,20.032941016755792,40,1,Good
-71.29706854657618,16.190465625272658,80,0,Fair
-54.701958220847175,23.48088064702941,40,2,Good
-45.584313793420996,22.84062048080926,40,2,Good
-84.71644500127289,41.987015404418656,80,2,Poor
-67.96895255470477,28.03071877752487,40,0,Fair
-54.2292787281946,15.356677494720339,40,2,Fair
-62.03045386042993,21.046581970803405,40,0,Good
-56.28854126628691,32.149683068005785,20,1,Good
-66.0398518671582,39.619099410089476,40,2,Fair
-59.134102125271,13.898116814334292,80,1,Fair
-61.55677235392079,11.840529304026685,80,2,Fair
-48.322179383401924,38.09675622760248,40,0,Excellent
-57.45579156698787,27.727299241596327,40,0,Good
-56.62397337924798,18.921950876865434,40,0,Fair
-64.11876966122468,28.742403602857046,80,0,Good
-64.87606224072493,6.549765826881856,80,2,Poor
-64.3255818781962,25.023628546180127,20,1,Good
-56.055478576217034,27.294748209901595,20,0,Good
-64.20984480820263,31.46989097676481,20,2,Good
-57.102251431035874,17.902728333952236,80,1,Fair
-39.24599201354562,25.599810129823513,20,0,Good
-51.288752965683074,18.52202761758289,40,1,Fair
-63.26023532167841,26.78768628972022,40,0,Good
-47.98786077836055,18.73257574345883,80,1,Fair
-64.08075373021552,22.143294125878455,20,1,Good
